respondent_id,xyz_vaccine,seasonal_vaccine
26707,0.10722710234853423,0.3662088056613477
26708,0.07649987298846084,0.06747654629366585
26709,0.44420276639774586,0.7595484843058796
26710,0.5374260588524679,0.827261570201699
26711,0.2813478516486567,0.47097401806507816
26712,0.5716293191093107,0.8615963157921934
26713,0.4318392671184744,0.6145397522221806
26714,0.10774057797756553,0.16910909451195025
26715,0.043475937789344166,0.1407281455851873
26716,0.13642357224909776,0.7980524980898667
26717,0.05508031677319233,0.4000028580626398
26718,0.23320009817880988,0.5339102303862635
26719,0.131562109302424,0.8556242229442311
26720,0.05749672190900022,0.23392536334336156
26721,0.46446976504762416,0.5140787588583537
26722,0.04299391401893754,0.14728399042002502
26723,0.5988033083385117,0.8478751579520466
26724,0.08625490100595055,0.7821855473930724
26725,0.07295601439851962,0.09227678230929073
26726,0.08825314339488351,0.0969440456620068
26727,0.2557568442040909,0.8084555841500903
26728,0.16669284779602656,0.49634820625879145
26729,0.3184338556459446,0.46629302454264565
26730,0.07266266012437467,0.21397096862466838
26731,0.07182764202343343,0.3049458831764296
26732,0.19396311197469313,0.23352076944777542
26733,0.8318902894345119,0.9428187993656579
26734,0.5375552118253222,0.5209330469459039
26735,0.12608343720656467,0.40342872439202554
26736,0.07038971061593545,0.13008629689107318
26737,0.07085576210752202,0.1478776471635989
26738,0.578327081266724,0.7595116145353192
26739,0.0848334112579569,0.2161660296826387
26740,0.13742053725733083,0.17306355386697053
26741,0.21412813371055767,0.8914637235956944
26742,0.0645391967072052,0.31572125206889
26743,0.0715335364745251,0.3316088843320246
26744,0.10756796370553592,0.6622687889671002
26745,0.15325692108034736,0.8017351350115385
26746,0.1560084978396572,0.26621345379057076
26747,0.08852263632975622,0.18387740275985856
26748,0.11916754179849547,0.16321229582353045
26749,0.09400820720303087,0.5826817843695035
26750,0.6099628652000422,0.9092979972852416
26751,0.4404907801926741,0.768102018972732
26752,0.06311340344251129,0.13580123552420467
26753,0.15813751461308312,0.4715033373166527
26754,0.27966070532639087,0.5685382262089437
26755,0.12240309646121805,0.45587588753614017
26756,0.04001993470355983,0.05075313224055822
26757,0.40410690228676494,0.5544189659834001
26758,0.5828468503111129,0.8298902042532551
26759,0.047065707691877325,0.17752415147645237
26760,0.04521737526769704,0.13180025671089846
26761,0.3123179242196594,0.6501325639343059
26762,0.12050840000180607,0.6840117234149535
26763,0.7249718598724484,0.8994989053193052
26764,0.7363109455700159,0.8964413081856437
